<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider.Service,java.util.Iterator,java.lang.String,java.util.List)> _SINK_
<java.security.spec.EllipticCurve: EllipticCurve(java.security.spec.ECField,java.math.BigInteger,java.math.BigInteger,byte[])> _SINK_
<java.security.spec.EllipticCurve: java.security.spec.ECField getField()> _SOURCE_
<java.security.spec.EllipticCurve: java.math.BigInteger getA()> _SOURCE_
<java.security.spec.EllipticCurve: java.math.BigInteger getB()> _SOURCE_
<java.security.spec.EllipticCurve: byte[] getSeed()> _SOURCE_
<java.security.spec.EllipticCurve: boolean equals(java.lang.Object)> _SINK_
<java.security.spec.EllipticCurve: boolean equals(java.lang.Object)> _SOURCE_
<java.security.spec.EllipticCurve: int hashCode()> _SOURCE_
<java.security.spec.PSSParameterSpec: PSSParameterSpec(java.lang.String,java.lang.String,java.security.spec.AlgorithmParameterSpec,int,int)> _SINK_
<java.security.spec.PSSParameterSpec: PSSParameterSpec(int)> _SINK_
<java.security.spec.PSSParameterSpec: java.lang.String getDigestAlgorithm()> _SOURCE_
<java.security.spec.PSSParameterSpec: java.lang.String getMGFAlgorithm()> _SOURCE_
<java.security.spec.PSSParameterSpec: java.security.spec.AlgorithmParameterSpec getMGFParameters()> _SOURCE_
<java.security.spec.PSSParameterSpec: int getSaltLength()> _SOURCE_
<java.security.spec.PSSParameterSpec: int getTrailerField()> _SOURCE_
<java.security.spec.InvalidKeySpecException: InvalidKeySpecException(java.lang.String)> _SINK_
<java.security.spec.InvalidKeySpecException: InvalidKeySpecException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.spec.InvalidKeySpecException: InvalidKeySpecException(java.lang.Throwable)> _SINK_
<java.security.spec.ECPrivateKeySpec: ECPrivateKeySpec(java.math.BigInteger,java.security.spec.ECParameterSpec)> _SINK_
<java.security.spec.ECPrivateKeySpec: java.math.BigInteger getS()> _SOURCE_
<java.security.spec.ECPrivateKeySpec: java.security.spec.ECParameterSpec getParams()> _SOURCE_
<java.security.spec.InvalidParameterSpecException: InvalidParameterSpecException(java.lang.String)> _SINK_
<java.security.spec.PKCS8EncodedKeySpec: PKCS8EncodedKeySpec(byte[])> _SINK_
<java.security.spec.PKCS8EncodedKeySpec: byte[] getEncoded()> _SOURCE_
<java.security.spec.PKCS8EncodedKeySpec: java.lang.String getFormat()> _SOURCE_
<java.security.spec.RSAKeyGenParameterSpec: RSAKeyGenParameterSpec(int,java.math.BigInteger)> _SINK_
<java.security.spec.RSAKeyGenParameterSpec: int getKeysize()> _SOURCE_
<java.security.spec.RSAKeyGenParameterSpec: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.spec.ECFieldFp: ECFieldFp(java.math.BigInteger)> _SINK_
<java.security.spec.ECFieldFp: int getFieldSize()> _SOURCE_
<java.security.spec.ECFieldFp: java.math.BigInteger getP()> _SOURCE_
<java.security.spec.ECFieldFp: boolean equals(java.lang.Object)> _SINK_
<java.security.spec.ECFieldFp: boolean equals(java.lang.Object)> _SOURCE_
<java.security.spec.ECFieldFp: int hashCode()> _SOURCE_
<java.security.spec.MGF1ParameterSpec: MGF1ParameterSpec(java.lang.String)> _SINK_
<java.security.spec.MGF1ParameterSpec: java.lang.String getDigestAlgorithm()> _SOURCE_
<java.security.spec.X509EncodedKeySpec: X509EncodedKeySpec(byte[])> _SINK_
<java.security.spec.X509EncodedKeySpec: byte[] getEncoded()> _SOURCE_
<java.security.spec.X509EncodedKeySpec: java.lang.String getFormat()> _SOURCE_
<java.security.spec.DSAPrivateKeySpec: DSAPrivateKeySpec(java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger)> _SINK_
<java.security.spec.DSAPrivateKeySpec: java.math.BigInteger getX()> _SOURCE_
<java.security.spec.DSAPrivateKeySpec: java.math.BigInteger getP()> _SOURCE_
<java.security.spec.DSAPrivateKeySpec: java.math.BigInteger getQ()> _SOURCE_
<java.security.spec.DSAPrivateKeySpec: java.math.BigInteger getG()> _SOURCE_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedAction<T>)> _SINK_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedAction<T>)> _SOURCE_
<java.security.AccessController: T doPrivilegedWithCombiner(java.security.PrivilegedAction<T>)> _SINK_
<java.security.AccessController: T doPrivilegedWithCombiner(java.security.PrivilegedAction<T>)> _SOURCE_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedAction<T>,java.security.AccessControlContext)> _SINK_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedAction<T>,java.security.AccessControlContext)> _SOURCE_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedExceptionAction<T>)> _SINK_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedExceptionAction<T>)> _SOURCE_
<java.security.AccessController: T doPrivilegedWithCombiner(java.security.PrivilegedExceptionAction<T>)> _SINK_
<java.security.AccessController: T doPrivilegedWithCombiner(java.security.PrivilegedExceptionAction<T>)> _SOURCE_
<java.security.AccessController: java.security.AccessControlContext preserveCombiner(java.security.DomainCombiner)> _SINK_
<java.security.AccessController: java.security.AccessControlContext preserveCombiner(java.security.DomainCombiner)> _SOURCE_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedExceptionAction<T>,java.security.AccessControlContext)> _SINK_
<java.security.AccessController: T doPrivileged(java.security.PrivilegedExceptionAction<T>,java.security.AccessControlContext)> _SOURCE_
<java.security.AccessController: java.security.AccessControlContext getStackAccessControlContext()> _SOURCE_
<java.security.AccessController: java.security.AccessControlContext getInheritedAccessControlContext()> _SOURCE_
<java.security.AccessController: java.security.AccessControlContext getContext()> _SOURCE_
<java.security.AccessController: void checkPermission(java.security.acl.Permission)> _SINK_
<java.security.Identity: Identity(java.lang.String,java.security.IdentityScope)> _SINK_
<java.security.Identity: Identity(java.lang.String)> _SINK_
<java.security.Identity: java.lang.String getName()> _SOURCE_
<java.security.Identity: java.security.IdentityScope getScope()> _SOURCE_
<java.security.Identity: java.security.PublicKey getPublicKey()> _SOURCE_
<java.security.Identity: void setPublicKey(java.security.PublicKey)> _SINK_
<java.security.Identity: void setInfo(java.lang.String)> _SINK_
<java.security.Identity: java.lang.String getInfo()> _SOURCE_
<java.security.Identity: void addCertificate(java.security.cert.Certificate)> _SINK_
<java.security.Identity: boolean keyEquals(java.security.Key,java.security.Key)> _SINK_
<java.security.Identity: boolean keyEquals(java.security.Key,java.security.Key)> _SOURCE_
<java.security.Identity: void removeCertificate(java.security.cert.Certificate)> _SINK_
<java.security.Identity: java.security.cert.Certificate[] certificates()> _SOURCE_
<java.security.Identity: boolean equals(java.lang.Object)> _SINK_
<java.security.Identity: boolean equals(java.lang.Object)> _SOURCE_
<java.security.Identity: boolean identityEquals(java.security.Identity)> _SINK_
<java.security.Identity: boolean identityEquals(java.security.Identity)> _SOURCE_
<java.security.Identity: java.lang.String fullName()> _SOURCE_
<java.security.Identity: java.lang.String toString()> _SOURCE_
<java.security.Identity: java.lang.String toString(boolean)> _SINK_
<java.security.Identity: java.lang.String toString(boolean)> _SOURCE_
<java.security.Identity: java.lang.String printKeys()> _SOURCE_
<java.security.Identity: java.lang.String printCertificates()> _SOURCE_
<java.security.Identity: int hashCode()> _SOURCE_
<java.security.Identity: void check(java.lang.String)> _SINK_
<java.security.interfaces.ECPrivateKey: java.math.BigInteger getS()> _SOURCE_
<java.security.interfaces.ECPublicKey: java.security.spec.ECPoint getW()> _SOURCE_
<java.security.interfaces.DSAPrivateKey: java.math.BigInteger getX()> _SOURCE_
<java.security.interfaces.DSAPublicKey: java.math.BigInteger getY()> _SOURCE_
<java.security.interfaces.RSAKey: java.math.BigInteger getModulus()> _SOURCE_
<java.security.interfaces.DSAKey: java.security.interfaces.DSAParams getParams()> _SOURCE_
<java.security.interfaces.DSAParams: java.math.BigInteger getP()> _SOURCE_
<java.security.interfaces.DSAParams: java.math.BigInteger getQ()> _SOURCE_
<java.security.interfaces.DSAParams: java.math.BigInteger getG()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.math.BigInteger getPrimeP()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.math.BigInteger getPrimeQ()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.math.BigInteger getPrimeExponentP()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.math.BigInteger getPrimeExponentQ()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.math.BigInteger getCrtCoefficient()> _SOURCE_
<java.security.interfaces.RSAMultiPrimePrivateCrtKey: java.security.spec.RSAOtherPrimeInfo[] getOtherPrimeInfo()> _SOURCE_
<java.security.interfaces.RSAPrivateKey: java.math.BigInteger getPrivateExponent()> _SOURCE_
<java.security.interfaces.ECKey: java.security.spec.ECParameterSpec getParams()> _SOURCE_
<java.security.interfaces.DSAKeyPairGenerator: void initialize(java.security.interfaces.DSAParams,java.security.SecureRandom)> _SINK_
<java.security.interfaces.DSAKeyPairGenerator: void initialize(int,boolean,java.security.SecureRandom)> _SINK_
<java.security.interfaces.RSAPrivateCrtKey: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.interfaces.RSAPrivateCrtKey: java.math.BigInteger getPrimeP()> _SOURCE_
<java.security.interfaces.RSAPrivateCrtKey: java.math.BigInteger getPrimeQ()> _SOURCE_
<java.security.interfaces.RSAPrivateCrtKey: java.math.BigInteger getPrimeExponentP()> _SOURCE_
<java.security.interfaces.RSAPrivateCrtKey: java.math.BigInteger getPrimeExponentQ()> _SOURCE_
<java.security.interfaces.RSAPrivateCrtKey: java.math.BigInteger getCrtCoefficient()> _SOURCE_
<java.security.interfaces.RSAPublicKey: java.math.BigInteger getPublicExponent()> _SOURCE_
<java.security.KeyStoreSpi: java.security.Key engineGetKey(java.lang.String,char[])> _SINK_
<java.security.KeyStoreSpi: java.security.Key engineGetKey(java.lang.String,char[])> _SOURCE_
<java.security.KeyStoreSpi: java.security.cert.Certificate[] engineGetCertificateChain(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: java.security.cert.Certificate[] engineGetCertificateChain(java.lang.String)> _SOURCE_
<java.security.KeyStoreSpi: java.security.cert.Certificate engineGetCertificate(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: java.security.cert.Certificate engineGetCertificate(java.lang.String)> _SOURCE_
<java.security.KeyStoreSpi: java.util.Date engineGetCreationDate(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: java.util.Date engineGetCreationDate(java.lang.String)> _SOURCE_
<java.security.KeyStoreSpi: void engineSetKeyEntry(java.lang.String,java.security.Key,char[],java.security.cert.Certificate[])> _SINK_
<java.security.KeyStoreSpi: void engineSetKeyEntry(java.lang.String,byte[],java.security.cert.Certificate[])> _SINK_
<java.security.KeyStoreSpi: void engineSetCertificateEntry(java.lang.String,java.security.cert.Certificate)> _SINK_
<java.security.KeyStoreSpi: void engineDeleteEntry(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: java.util.Enumeration<String> engineAliases()> _SOURCE_
<java.security.KeyStoreSpi: boolean engineContainsAlias(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: boolean engineContainsAlias(java.lang.String)> _SOURCE_
<java.security.KeyStoreSpi: int engineSize()> _SOURCE_
<java.security.KeyStoreSpi: boolean engineIsKeyEntry(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: boolean engineIsKeyEntry(java.lang.String)> _SOURCE_
<java.security.KeyStoreSpi: boolean engineIsCertificateEntry(java.lang.String)> _SINK_
<java.security.KeyStoreSpi: boolean engineIsCertificateEntry(java.lang.String)> _SOURCE_
<java.security.KeyStoreSpi: java.lang.String engineGetCertificateAlias(java.security.cert.Certificate)> _SINK_
<java.security.KeyStoreSpi: java.lang.String engineGetCertificateAlias(java.security.cert.Certificate)> _SOURCE_
<java.security.KeyStoreSpi: void engineStore(java.io.OutputStream,char[])> _SINK_
<java.security.KeyStoreSpi: void engineStore(java.security.KeyStore.LoadStoreParameter)> _SINK_
<java.security.KeyStoreSpi: void engineLoad(java.io.InputStream,char[])> _SINK_
<java.security.KeyStoreSpi: void engineLoad(java.security.KeyStore.LoadStoreParameter)> _SINK_
<java.security.KeyStoreSpi: java.security.KeyStore.Entry engineGetEntry(java.lang.String,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.KeyStoreSpi: java.security.KeyStore.Entry engineGetEntry(java.lang.String,java.security.KeyStore.ProtectionParameter)> _SOURCE_
<java.security.KeyStoreSpi: void engineSetEntry(java.lang.String,java.security.KeyStore.Entry,java.security.KeyStore.ProtectionParameter)> _SINK_
<java.security.KeyStoreSpi: boolean engineEntryInstanceOf(java.lang.String,java.lang.Class<KeyStore.Entry>)> _SINK_
<java.security.KeyStoreSpi: boolean engineEntryInstanceOf(java.lang.String,java.lang.Class<KeyStore.Entry>)> _SOURCE_
<java.security.Permission: Permission(java.lang.String)> _SINK_
<java.security.Permission: void checkGuard(java.lang.Object)> _SINK_
<java.security.Permission: boolean implies(java.security.acl.Permission)> _SINK_
<java.security.Permission: boolean implies(java.security.acl.Permission)> _SOURCE_
<java.security.Permission: boolean equals(java.lang.Object)> _SINK_
<java.security.Permission: boolean equals(java.lang.Object)> _SOURCE_
<java.security.Permission: int hashCode()> _SOURCE_
<java.security.Permission: java.lang.String getName()> _SOURCE_
<java.security.Permission: java.lang.String getActions()> _SOURCE_
<java.security.Permission: java.security.PermissionCollection newPermissionCollection()> _SOURCE_
<java.security.Permission: java.lang.String toString()> _SOURCE_
<java.security.SignatureSpi: void engineInitVerify(java.security.PublicKey)> _SINK_
<java.security.SignatureSpi: void engineInitSign(java.security.PrivateKey)> _SINK_
<java.security.SignatureSpi: void engineInitSign(java.security.PrivateKey,java.security.SecureRandom)> _SINK_
<java.security.SignatureSpi: void engineUpdate(byte)> _SINK_
<java.security.SignatureSpi: void engineUpdate(byte[],int,int)> _SINK_
<java.security.SignatureSpi: void engineUpdate(java.nio.ByteBuffer)> _SINK_
<java.security.SignatureSpi: byte[] engineSign()> _SOURCE_
<java.security.SignatureSpi: int engineSign(byte[],int,int)> _SINK_
<java.security.SignatureSpi: int engineSign(byte[],int,int)> _SOURCE_
<java.security.SignatureSpi: boolean engineVerify(byte[])> _SINK_
<java.security.SignatureSpi: boolean engineVerify(byte[])> _SOURCE_
<java.security.SignatureSpi: boolean engineVerify(byte[],int,int)> _SINK_
<java.security.SignatureSpi: boolean engineVerify(byte[],int,int)> _SOURCE_
<java.security.SignatureSpi: void engineSetParameter(java.lang.String,java.lang.Object)> _SINK_
<java.security.SignatureSpi: void engineSetParameter(java.security.spec.AlgorithmParameterSpec)> _SINK_
<java.security.SignatureSpi: java.security.AlgorithmParameters engineGetParameters()> _SOURCE_
<java.security.SignatureSpi: java.lang.Object engineGetParameter(java.lang.String)> _SINK_
<java.security.SignatureSpi: java.lang.Object engineGetParameter(java.lang.String)> _SOURCE_
<java.security.SignatureSpi: java.lang.Object clone()> _SOURCE_
<java.security.Policy: boolean isSet()> _SOURCE_
<java.security.Policy: void checkPermission(java.lang.String)> _SINK_
<java.security.Policy: java.security.Policy getPolicy()> _SOURCE_
<java.security.Policy: java.security.Policy getPolicyNoCheck()> _SOURCE_
<java.security.Policy: void setPolicy(java.security.Policy)> _SINK_
<java.security.Policy: void initPolicy(java.security.Policy)> _SINK_
<java.security.Policy: java.security.Policy getInstance(java.lang.String,java.security.Policy.Parameters)> _SINK_
<java.security.Policy: java.security.Policy getInstance(java.lang.String,java.security.Policy.Parameters)> _SOURCE_
